date,areaType,areaCode,areaName,metric,age,rate,value
"2020-04-13",nation,E92000001,England,cumAdmissionsByAge,"6_to_17",2.9,230
"2020-04-13",nation,E92000001,England,cumAdmissionsByAge,"0_to_5",5.8,234
"2020-04-13",nation,E92000001,England,cumAdmissionsByAge,"85+",711,9705
"2020-04-13",nation,E92000001,England,cumAdmissionsByAge,"65_to_84",242.7,21392
"2020-04-12",nation,E92000001,England,newAdmissions,,,1791
"2020-04-12",nation,E92000001,England,cumAdmissionsByAge,"18_to_64",48.8,16530
"2020-04-12",nation,E92000001,England,cumAdmissionsByAge,"6_to_17",2.8,222
"2020-04-12",nation,E92000001,England,cumAdmissionsByAge,"0_to_5",5.7,230
"2020-04-12",nation,E92000001,England,cumAdmissionsByAge,"85+",679.9,9281
"2020-04-12",nation,E92000001,England,cumAdmissionsByAge,"65_to_84",233.2,20555
"2020-04-11",nation,E92000001,England,newAdmissions,,,1955
"2020-04-11",nation,E92000001,England,cumAdmissionsByAge,"18_to_64",47.1,15951
"2020-04-11",nation,E92000001,England,cumAdmissionsByAge,"6_to_17",2.7,214
"2020-04-11",nation,E92000001,England,cumAdmissionsByAge,"0_to_5",5.5,222
"2020-04-11",nation,E92000001,England,cumAdmissionsByAge,"85+",648.9,8858
"2020-04-11",nation,E92000001,England,cumAdmissionsByAge,"65_to_84",224.7,19805
"2020-04-10",nation,E92000001,England,newAdmissions,,,2196
"2020-04-10",nation,E92000001,England,cumAdmissionsByAge,"18_to_64",45.1,15256
"2020-04-10",nation,E92000001,England,cumAdmissionsByAge,"6_to_17",2.6,208
"2020-04-10",nation,E92000001,England,cumAdmissionsByAge,"0_to_5",5.2,212
"2020-04-10",nation,E92000001,England,cumAdmissionsByAge,"85+",617.7,8432
"2020-04-10",nation,E92000001,England,cumAdmissionsByAge,"65_to_84",215.5,18994
"2020-04-09",nation,E92000001,England,newAdmissions,,,2340
"2020-04-09",nation,E92000001,England,cumAdmissionsByAge,"18_to_64",42.8,14483
"2020-04-09",nation,E92000001,England,cumAdmissionsByAge,"6_to_17",2.5,199
"2020-04-09",nation,E92000001,England,cumAdmissionsByAge,"0_to_5",5,202
"2020-04-09",nation,E92000001,England,cumAdmissionsByAge,"85+",582.5,7951
"2020-04-09",nation,E92000001,England,cumAdmissionsByAge,"65_to_84",205.3,18098
"2020-04-08",nation,E92000001,England,newAdmissions,,,2619
"2020-04-08",nation,E92000001,England,cumAdmissionsByAge,"18_to_64",40.6,13731
"2020-04-08",nation,E92000001,England,cumAdmissionsByAge,"6_to_17",2.4,187
"2020-04-08",nation,E92000001,England,cumAdmissionsByAge,"0_to_5",4.7,190
"2020-04-08",nation,E92000001,England,cumAdmissionsByAge,"85+",543.4,7417
"2020-04-08",nation,E92000001,England,cumAdmissionsByAge,"65_to_84",193.8,17085
"2020-04-07",nation,E92000001,England,newAdmissions,,,2744
"2020-04-07",nation,E92000001,England,cumAdmissionsByAge,"18_to_64",37.7,12775
"2020-04-07",nation,E92000001,England,cumAdmissionsByAge,"6_to_17",2.2,177
"2020-04-07",nation,E92000001,England,cumAdmissionsByAge,"0_to_5",4.6,186
"2020-04-07",nation,E92000001,England,cumAdmissionsByAge,"85+",505.8,6904
"2020-04-07",nation,E92000001,England,cumAdmissionsByAge,"65_to_84",181.1,15962
"2020-04-06",nation,E92000001,England,newAdmissions,,,2679
"2020-04-06",nation,E92000001,England,cumAdmissionsByAge,"18_to_64",34.8,11788
"2020-04-06",nation,E92000001,England,cumAdmissionsByAge,"6_to_17",2,159
"2020-04-06",nation,E92000001,England,cumAdmissionsByAge,"0_to_5",4.2,170
"2020-04-06",nation,E92000001,England,cumAdmissionsByAge,"85+",466.2,6363
"2020-04-06",nation,E92000001,England,cumAdmissionsByAge,"65_to_84",167.8,14791
"2020-04-05",nation,E92000001,England,newAdmissions,,,2592
"2020-04-05",nation,E92000001,England,cumAdmissionsByAge,"18_to_64",32.1,10878
"2020-04-05",nation,E92000001,England,cumAdmissionsByAge,"6_to_17",1.8,144
"2020-04-05",nation,E92000001,England,cumAdmissionsByAge,"0_to_5",3.9,157
"2020-04-05",nation,E92000001,England,cumAdmissionsByAge,"85+",424.3,5792
"2020-04-05",nation,E92000001,England,cumAdmissionsByAge,"65_to_84",154.9,13649
"2020-04-04",nation,E92000001,England,newAdmissions,,,2593
"2020-04-04",nation,E92000001,England,cumAdmissionsByAge,"18_to_64",29.4,9946
"2020-04-04",nation,E92000001,England,cumAdmissionsByAge,"6_to_17",1.7,134
"2020-04-04",nation,E92000001,England,cumAdmissionsByAge,"0_to_5",3.4,138
"2020-04-04",nation,E92000001,England,cumAdmissionsByAge,"85+",387,5282
"2020-04-04",nation,E92000001,England,cumAdmissionsByAge,"65_to_84",142.4,12555
"2020-04-03",nation,E92000001,England,newAdmissions,,,2564
"2020-04-03",nation,E92000001,England,cumAdmissionsByAge,"18_to_64",26.7,9022
"2020-04-03",nation,E92000001,England,cumAdmissionsByAge,"6_to_17",1.6,128
"2020-04-03",nation,E92000001,England,cumAdmissionsByAge,"0_to_5",3.2,131
"2020-04-03",nation,E92000001,England,cumAdmissionsByAge,"85+",352.4,4810
"2020-04-03",nation,E92000001,England,cumAdmissionsByAge,"65_to_84",129.2,11385
"2020-04-02",nation,E92000001,England,newAdmissions,,,2932
"2020-04-02",nation,E92000001,England,cumAdmissionsByAge,"18_to_64",23.9,8103
"2020-04-02",nation,E92000001,England,cumAdmissionsByAge,"6_to_17",1.5,119
"2020-04-02",nation,E92000001,England,cumAdmissionsByAge,"0_to_5",2.9,118
"2020-04-02",nation,E92000001,England,cumAdmissionsByAge,"85+",322.4,4401
"2020-04-02",nation,E92000001,England,cumAdmissionsByAge,"65_to_84",115.8,10206
"2020-04-01",nation,E92000001,England,newAdmissions,,,3099
"2020-04-01",nation,E92000001,England,cumAdmissionsByAge,"18_to_64",20.9,7086
"2020-04-01",nation,E92000001,England,cumAdmissionsByAge,"6_to_17",1.4,111
"2020-04-01",nation,E92000001,England,cumAdmissionsByAge,"0_to_5",2.7,109
"2020-04-01",nation,E92000001,England,cumAdmissionsByAge,"85+",285.8,3901
"2020-04-01",nation,E92000001,England,cumAdmissionsByAge,"65_to_84",102.3,9017
"2020-03-31",nation,E92000001,England,newAdmissions,,,2447
"2020-03-31",nation,E92000001,England,cumAdmissionsByAge,"18_to_64",17.9,6073
"2020-03-31",nation,E92000001,England,cumAdmissionsByAge,"6_to_17",1.3,99
"2020-03-31",nation,E92000001,England,cumAdmissionsByAge,"0_to_5",2.5,100
"2020-03-31",nation,E92000001,England,cumAdmissionsByAge,"85+",249.3,3403
"2020-03-31",nation,E92000001,England,cumAdmissionsByAge,"65_to_84",87.9,7748
"2020-03-30",nation,E92000001,England,newAdmissions,,,2817
"2020-03-30",nation,E92000001,England,cumAdmissionsByAge,"18_to_64",15.8,5338
"2020-03-30",nation,E92000001,England,cumAdmissionsByAge,"6_to_17",1.2,94
"2020-03-30",nation,E92000001,England,cumAdmissionsByAge,"0_to_5",2.2,91
"2020-03-30",nation,E92000001,England,cumAdmissionsByAge,"85+",219.4,2995
"2020-03-30",nation,E92000001,England,cumAdmissionsByAge,"65_to_84",77,6784
"2020-03-29",nation,E92000001,England,newAdmissions,,,2186
"2020-03-29",nation,E92000001,England,cumAdmissionsByAge,"18_to_64",13.1,4424
"2020-03-29",nation,E92000001,England,cumAdmissionsByAge,"6_to_17",1.1,84
"2020-03-29",nation,E92000001,England,cumAdmissionsByAge,"0_to_5",2,80
"2020-03-29",nation,E92000001,England,cumAdmissionsByAge,"85+",183.9,2510
"2020-03-29",nation,E92000001,England,cumAdmissionsByAge,"65_to_84",63.7,5617
"2020-03-28",nation,E92000001,England,newAdmissions,,,1873
"2020-03-28",nation,E92000001,England,cumAdmissionsByAge,"18_to_64",11.2,3788
"2020-03-28",nation,E92000001,England,cumAdmissionsByAge,"6_to_17",0.8,61
"2020-03-28",nation,E92000001,England,cumAdmissionsByAge,"0_to_5",1.8,73
"2020-03-28",nation,E92000001,England,cumAdmissionsByAge,"85+",157.7,2152
"2020-03-28",nation,E92000001,England,cumAdmissionsByAge,"65_to_84",54.8,4831
"2020-03-27",nation,E92000001,England,newAdmissions,,,1931
"2020-03-27",nation,E92000001,England,cumAdmissionsByAge,"18_to_64",9.7,3284
"2020-03-27",nation,E92000001,England,cumAdmissionsByAge,"6_to_17",0.6,48
"2020-03-27",nation,E92000001,England,cumAdmissionsByAge,"0_to_5",1.5,61
"2020-03-27",nation,E92000001,England,cumAdmissionsByAge,"85+",134.3,1833
"2020-03-27",nation,E92000001,England,cumAdmissionsByAge,"65_to_84",46.7,4116
"2020-03-26",nation,E92000001,England,newAdmissions,,,1639
"2020-03-26",nation,E92000001,England,cumAdmissionsByAge,"18_to_64",8,2692
"2020-03-26",nation,E92000001,England,cumAdmissionsByAge,"6_to_17",0.6,44
"2020-03-26",nation,E92000001,England,cumAdmissionsByAge,"0_to_5",1.4,56
"2020-03-26",nation,E92000001,England,cumAdmissionsByAge,"85+",111.7,1525
"2020-03-26",nation,E92000001,England,cumAdmissionsByAge,"65_to_84",38.1,3357
"2020-03-25",nation,E92000001,England,newAdmissions,,,1755
"2020-03-25",nation,E92000001,England,cumAdmissionsByAge,"18_to_64",6.4,2162
"2020-03-25",nation,E92000001,England,cumAdmissionsByAge,"6_to_17",0.5,40
"2020-03-25",nation,E92000001,England,cumAdmissionsByAge,"0_to_5",1.1,43
"2020-03-25",nation,E92000001,England,cumAdmissionsByAge,"85+",89.9,1227
"2020-03-25",nation,E92000001,England,cumAdmissionsByAge,"65_to_84",31,2731
"2020-03-24",nation,E92000001,England,newAdmissions,,,1544
"2020-03-24",nation,E92000001,England,cumAdmissionsByAge,"18_to_64",4.8,1613
"2020-03-24",nation,E92000001,England,cumAdmissionsByAge,"6_to_17",0.4,30
"2020-03-24",nation,E92000001,England,cumAdmissionsByAge,"0_to_5",0.7,30
"2020-03-24",nation,E92000001,England,cumAdmissionsByAge,"85+",67.5,921
"2020-03-24",nation,E92000001,England,cumAdmissionsByAge,"65_to_84",23.2,2041
"2020-03-23",nation,E92000001,England,newAdmissions,,,1128
"2020-03-23",nation,E92000001,England,cumAdmissionsByAge,"18_to_64",3.5,1200
"2020-03-23",nation,E92000001,England,cumAdmissionsByAge,"6_to_17",0.3,23
"2020-03-23",nation,E92000001,England,cumAdmissionsByAge,"0_to_5",0.4,16
"2020-03-23",nation,E92000001,England,cumAdmissionsByAge,"85+",47.6,650
"2020-03-23",nation,E92000001,England,cumAdmissionsByAge,"65_to_84",16.7,1471
"2020-03-22",nation,E92000001,England,newAdmissions,,,859
"2020-03-22",nation,E92000001,England,cumAdmissionsByAge,"18_to_64",2.5,856
"2020-03-22",nation,E92000001,England,cumAdmissionsByAge,"6_to_17",0.2,17
"2020-03-22",nation,E92000001,England,cumAdmissionsByAge,"0_to_5",0.2,10
"2020-03-22",nation,E92000001,England,cumAdmissionsByAge,"85+",34.4,469
"2020-03-22",nation,E92000001,England,cumAdmissionsByAge,"65_to_84",11.6,1024
"2020-03-21",nation,E92000001,England,newAdmissions,,,777
"2020-03-21",nation,E92000001,England,cumAdmissionsByAge,"18_to_64",1.8,618
"2020-03-21",nation,E92000001,England,cumAdmissionsByAge,"6_to_17",0.2,16
"2020-03-21",nation,E92000001,England,cumAdmissionsByAge,"0_to_5",0.1,5
"2020-03-21",nation,E92000001,England,cumAdmissionsByAge,"85+",24.9,340
"2020-03-21",nation,E92000001,England,cumAdmissionsByAge,"65_to_84",7.9,695
"2020-03-20",nation,E92000001,England,newAdmissions,,,691
"2020-03-20",nation,E92000001,England,cumAdmissionsByAge,"18_to_64",1.1,384
"2020-03-20",nation,E92000001,England,cumAdmissionsByAge,"6_to_17",0.2,13
"2020-03-20",nation,E92000001,England,cumAdmissionsByAge,"0_to_5",0.1,4
"2020-03-20",nation,E92000001,England,cumAdmissionsByAge,"85+",15.6,213
"2020-03-20",nation,E92000001,England,cumAdmissionsByAge,"65_to_84",5,445
"2020-03-19",nation,E92000001,England,newAdmissions,,,586
"2020-03-19",nation,E92000001,England,cumAdmissionsByAge,"18_to_64",0.5,171
"2020-03-19",nation,E92000001,England,cumAdmissionsByAge,"6_to_17",0.1,5
"2020-03-19",nation,E92000001,England,cumAdmissionsByAge,"0_to_5",0.1,4
"2020-03-19",nation,E92000001,England,cumAdmissionsByAge,"85+",7.1,97
"2020-03-19",nation,E92000001,England,cumAdmissionsByAge,"65_to_84",2.4,209
