"ageRange","Death","Critical","Severe"
"<10",0.0415169262642539,0.162133453820821,1.51802132175725
"<20",0.174128469446114,0.58814887727457,4.32055093271143
"<30",0.512768877877219,1.48341354733471,8.46160315857671
"<40",1.44959466391117,3.51778817862447,15.0552143585844
"<50",3.80786656628736,7.72237871708033,24.5958066804209
"<60",9.87154653827777,16.6240463617323,38.8122176115639
"<70",23.0952933478881,32.5794500642178,56.6868318243737
"<80",50.399188222002,59.6738854388717,78.0045397453137
