"altersklasse_covid19","geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_28d","timeframe_14d","pos_anteil"
"30 - 39","BL",202018,NA,NA,NA,NA,35374,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","BL",202019,NA,NA,NA,NA,35374,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","BL",202020,NA,NA,NA,NA,35374,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","BL",202021,NA,NA,NA,NA,35374,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","BL",202022,124,124,0.13,13,35374,350.54,350.54,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","BL",202023,121,245,0.108,10.8,35374,342.06,692.6,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","BL",202024,215,460,0.122,12.2,35374,607.79,1300.39,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"30 - 39","BL",202025,235,695,0.143,14.3,35374,664.33,1964.72,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,0.43
"30 - 39","BL",202026,270,965,0.15,15,35374,763.27,2727.99,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,0.37
"30 - 39","BL",202027,252,1217,0.131,13.1,35374,712.39,3440.38,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,1.59
"30 - 39","BL",202028,276,1493,0.19,19,35374,780.23,4220.61,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,1.09
"30 - 39","BL",202029,208,1701,0.159,15.9,35374,588,4808.62,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,0.96
"30 - 39","BL",202030,176,1877,0.165,16.5,35374,497.54,5306.16,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,0.57
"30 - 39","BL",202031,160,2037,0.164,16.4,35374,452.31,5758.47,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,1.88
"30 - 39","BL",202032,225,2262,0.184,18.4,35374,636.06,6394.53,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,2.22
"30 - 39","BL",202033,211,2473,0.162,16.2,35374,596.48,6991.01,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,2.84
"30 - 39","BL",202034,323,2796,0.15,15,35374,913.1,7904.11,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,3.1
"30 - 39","BL",202035,457,3253,0.174,17.4,35374,1291.91,9196.02,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,1.75
"30 - 39","BL",202036,490,3743,0.174,17.4,35374,1385.2,10581.22,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,0.82
"30 - 39","BL",202037,393,4136,0.162,16.2,35374,1110.99,11692.2,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,1.53
"30 - 39","BL",202038,355,4491,0.161,16.1,35374,1003.56,12695.77,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,1.41
"30 - 39","BL",202039,268,4759,0.146,14.6,35374,757.62,13453.38,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,1.87
"30 - 39","BL",202040,265,5024,0.177,17.7,35374,749.14,14202.52,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,4.53
"30 - 39","BL",202041,383,5407,0.198,19.8,35374,1082.72,15285.24,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,4.96
"30 - 39","BL",202042,512,5919,0.153,15.3,35374,1447.39,16732.63,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,8.4
"30 - 39","BL",202043,864,6783,0.167,16.7,35374,2442.47,19175.1,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,11.11
"30 - 39","BL",202044,989,7772,0.171,17.1,35374,2795.84,21970.94,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,14.26
"30 - 39","BL",202045,862,8634,0.164,16.4,35374,2436.82,24407.76,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,15.08
"30 - 39","BL",202046,864,9498,0.168,16.8,35374,2442.47,26850.23,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,15.86
"30 - 39","BL",202047,894,10392,0.166,16.6,35374,2527.28,29377.51,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,18.12
"30 - 39","BL",202048,946,11338,0.163,16.3,35374,2674.28,32051.79,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,20.51
"30 - 39","BL",202049,1037,12375,0.168,16.8,35374,2931.53,34983.32,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,12.63
"30 - 39","BL",202050,1244,13619,0.166,16.6,35374,3516.71,38500.03,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,12.38
"30 - 39","BL",202051,1298,14917,0.162,16.2,35374,3669.36,42169.39,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-51",TRUE,TRUE,TRUE,TRUE,FALSE,9.63
"30 - 39","BL",202052,1181,16098,0.18,18,35374,3338.61,45508,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-52",TRUE,TRUE,TRUE,TRUE,FALSE,10.08
"30 - 39","BL",202053,775,16873,0.166,16.6,35374,2190.87,47698.87,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-53",TRUE,TRUE,TRUE,TRUE,TRUE,13.42
"30 - 39","BL",202101,950,17823,0.174,17.4,35374,2685.59,50384.46,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2021-01",TRUE,TRUE,TRUE,TRUE,TRUE,10.21
"30 - 39","BL",202102,462,18285,0.148,14.8,35374,1306.04,51690.51,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2021-02",FALSE,FALSE,FALSE,FALSE,FALSE,8.23
"30 - 39","BS",202009,NA,NA,NA,NA,33539,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","BS",202010,NA,NA,NA,NA,33539,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","BS",202011,NA,NA,NA,NA,33539,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","BS",202012,NA,NA,NA,NA,33539,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","BS",202013,NA,NA,NA,NA,33539,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","BS",202014,NA,NA,NA,NA,33539,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","BS",202015,NA,NA,NA,NA,33539,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","BS",202016,NA,NA,NA,NA,33539,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","BS",202017,NA,NA,NA,NA,33539,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","BS",202018,NA,NA,NA,NA,33539,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","BS",202019,NA,NA,NA,NA,33539,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","BS",202020,NA,NA,NA,NA,33539,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","BS",202021,NA,NA,NA,NA,33539,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","BS",202022,160,160,0.174,17.4,33539,477.06,477.06,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","BS",202023,147,307,0.144,14.4,33539,438.3,915.35,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,0.68
"30 - 39","BS",202024,211,518,0.163,16.3,33539,629.12,1544.47,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,0.47
"30 - 39","BS",202025,166,684,0.16,16,33539,494.95,2039.42,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"30 - 39","BS",202026,201,885,0.173,17.3,33539,599.3,2638.72,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"30 - 39","BS",202027,264,1149,0.191,19.1,33539,787.14,3425.86,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,0.76
"30 - 39","BS",202028,303,1452,0.248,24.8,33539,903.43,4329.29,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,2.97
"30 - 39","BS",202029,273,1725,0.242,24.2,33539,813.98,5143.27,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,1.1
"30 - 39","BS",202030,207,1932,0.217,21.7,33539,617.19,5760.46,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,0.48
"30 - 39","BS",202031,232,2164,0.194,19.4,33539,691.73,6452.19,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,1.29
"30 - 39","BS",202032,211,2375,0.189,18.9,33539,629.12,7081.31,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,1.9
"30 - 39","BS",202033,242,2617,0.188,18.8,33539,721.55,7802.86,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,3.31
"30 - 39","BS",202034,397,3014,0.203,20.3,33539,1183.7,8986.55,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,1.26
"30 - 39","BS",202035,496,3510,0.231,23.1,33539,1478.88,10465.43,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,1.41
"30 - 39","BS",202036,514,4024,0.215,21.5,33539,1532.54,11997.97,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,1.17
"30 - 39","BS",202037,444,4468,0.211,21.1,33539,1323.83,13321.8,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,0.68
"30 - 39","BS",202038,375,4843,0.215,21.5,33539,1118.1,14439.91,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,1.87
"30 - 39","BS",202039,370,5213,0.224,22.4,33539,1103.19,15543.1,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,1.08
"30 - 39","BS",202040,371,5584,0.247,24.7,33539,1106.17,16649.27,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,2.43
"30 - 39","BS",202041,515,6099,0.259,25.9,33539,1535.53,18184.8,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,5.44
"30 - 39","BS",202042,703,6802,0.243,24.3,33539,2096.07,20280.87,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,6.83
"30 - 39","BS",202043,976,7778,0.228,22.8,33539,2910.05,23190.91,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,9.84
"30 - 39","BS",202044,1196,8974,0.239,23.9,33539,3566,26756.91,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,13.46
"30 - 39","BS",202045,963,9937,0.223,22.3,33539,2871.28,29628.19,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,12.36
"30 - 39","BS",202046,880,10817,0.206,20.6,33539,2623.81,32252.01,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,16.59
"30 - 39","BS",202047,1004,11821,0.215,21.5,33539,2993.53,35245.54,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,14.84
"30 - 39","BS",202048,1095,12916,0.225,22.5,33539,3264.86,38510.39,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,11.87
"30 - 39","BS",202049,1121,14037,0.215,21.5,33539,3342.38,41852.77,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,11.69
"30 - 39","BS",202050,1390,15427,0.227,22.7,33539,4144.43,45997.2,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,8.78
"30 - 39","BS",202051,1965,17392,0.244,24.4,33539,5858.85,51856.05,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-51",TRUE,TRUE,TRUE,TRUE,FALSE,5.09
"30 - 39","BS",202052,1584,18976,0.246,24.6,33539,4722.86,56578.91,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-52",TRUE,TRUE,TRUE,TRUE,FALSE,5.43
"30 - 39","BS",202053,916,19892,0.215,21.5,33539,2731.15,59310.06,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-53",TRUE,TRUE,TRUE,TRUE,TRUE,9.72
"30 - 39","BS",202101,902,20794,0.194,19.4,33539,2689.41,61999.46,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2021-01",TRUE,TRUE,TRUE,TRUE,TRUE,8.43
"30 - 39","BS",202102,501,21295,0.179,17.9,33539,1493.78,63493.25,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2021-02",FALSE,FALSE,FALSE,FALSE,FALSE,4.59
"30 - 39","FL",202009,NA,NA,NA,NA,4967,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","FL",202010,NA,NA,NA,NA,4967,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","FL",202011,NA,NA,NA,NA,4967,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","FL",202012,NA,NA,NA,NA,4967,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","FL",202013,NA,NA,NA,NA,4967,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","FL",202014,NA,NA,NA,NA,4967,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","FL",202015,NA,NA,NA,NA,4967,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","FL",202016,NA,NA,NA,NA,4967,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","FL",202017,NA,NA,NA,NA,4967,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","FL",202018,NA,NA,NA,NA,4967,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","FL",202019,NA,NA,NA,NA,4967,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","FL",202020,NA,NA,NA,NA,4967,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","FL",202021,NA,NA,NA,NA,4967,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","FL",202022,55,55,0.131,13.1,4967,1107.31,1107.31,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","FL",202023,52,107,0.137,13.7,4967,1046.91,2154.22,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","FL",202024,47,154,0.155,15.5,4967,946.25,3100.46,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"30 - 39","FL",202025,61,215,0.151,15.1,4967,1228.11,4328.57,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"30 - 39","FL",202026,24,239,0.156,15.6,4967,483.19,4811.76,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"30 - 39","FL",202027,64,303,0.135,13.5,4967,1288.5,6100.26,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"30 - 39","FL",202028,27,330,0.152,15.2,4967,543.59,6643.85,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"30 - 39","FL",202029,59,389,0.148,14.8,4967,1187.84,7831.69,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"30 - 39","FL",202030,28,417,0.167,16.7,4967,563.72,8395.41,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"30 - 39","FL",202031,38,455,0.109,10.9,4967,765.05,9160.46,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"30 - 39","FL",202032,26,481,0.137,13.7,4967,523.45,9683.91,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"30 - 39","FL",202033,73,554,0.17,17,4967,1469.7,11153.61,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,4.11
"30 - 39","FL",202034,52,606,0.16,16,4967,1046.91,12200.52,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"30 - 39","FL",202035,93,699,0.156,15.6,4967,1872.36,14072.88,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,3.23
"30 - 39","FL",202036,57,756,0.082,8.2,4967,1147.57,15220.46,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"30 - 39","FL",202037,92,848,0.115,11.5,4967,1852.22,17072.68,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,1.09
"30 - 39","FL",202038,59,907,0.098,9.8,4967,1187.84,18260.52,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,1.69
"30 - 39","FL",202039,76,983,0.102,10.2,4967,1530.1,19790.62,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,2.63
"30 - 39","FL",202040,51,1034,0.108,10.8,4967,1026.78,20817.39,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,1.96
"30 - 39","FL",202041,89,1123,0.148,14.8,4967,1791.83,22609.22,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,6.74
"30 - 39","FL",202042,108,1231,0.184,18.4,4967,2174.35,24783.57,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,7.41
"30 - 39","FL",202043,201,1432,0.153,15.3,4967,4046.71,28830.28,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,16.92
"30 - 39","FL",202044,172,1604,0.175,17.5,4967,3462.85,32293.13,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,17.44
"30 - 39","FL",202045,163,1767,0.139,13.9,4967,3281.66,35574.79,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,16.56
"30 - 39","FL",202046,138,1905,0.155,15.5,4967,2778.34,38353.13,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,20.29
"30 - 39","FL",202047,136,2041,0.142,14.2,4967,2738.07,41091.2,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,19.85
"30 - 39","FL",202048,125,2166,0.143,14.3,4967,2516.61,43607.81,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,16
"30 - 39","FL",202049,132,2298,0.151,15.1,4967,2657.54,46265.35,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,21.97
"30 - 39","FL",202050,154,2452,0.159,15.9,4967,3100.46,49365.81,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,16.88
"30 - 39","FL",202051,211,2663,0.15,15,4967,4248.04,53613.85,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-51",TRUE,TRUE,TRUE,TRUE,FALSE,13.74
"30 - 39","FL",202052,223,2886,0.159,15.9,4967,4489.63,58103.48,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-52",TRUE,TRUE,TRUE,TRUE,FALSE,20.18
