"altersklasse_covid19","geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_28d","timeframe_14d","pos_anteil"
"0 - 9","CH",202009,NA,NA,NA,NA,873043,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","CH",202010,NA,NA,NA,NA,873043,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","CH",202011,NA,NA,NA,NA,873043,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","CH",202012,NA,NA,NA,NA,873043,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","CH",202013,NA,NA,NA,NA,873043,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","CH",202014,NA,NA,NA,NA,873043,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","CH",202015,NA,NA,NA,NA,873043,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","CH",202016,NA,NA,NA,NA,873043,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","CH",202017,NA,NA,NA,NA,873043,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","CH",202018,NA,NA,NA,NA,873043,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","CH",202019,NA,NA,NA,NA,873043,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","CH",202020,NA,NA,NA,NA,873043,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","CH",202021,NA,NA,NA,NA,873043,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","CH",202022,2635,2635,0.1,10,873043,301.82,301.82,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,0.27
"0 - 9","CH",202023,3657,6292,0.143,14.3,873043,418.88,720.7,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,0.14
"0 - 9","CH",202024,7391,13683,0.207,20.7,873043,846.58,1567.28,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,0.27
"0 - 9","CH",202025,9062,22745,0.188,18.8,873043,1037.98,2605.26,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,0.09
"0 - 9","CH",202026,4655,27400,0.081,8.1,873043,533.19,3138.45,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,0.19
"0 - 9","CH",202027,2900,30300,0.041,4.1,873043,332.17,3470.62,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,0.34
"0 - 9","CH",202028,2008,32308,0.041,4.1,873043,230,3700.62,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,0.85
"0 - 9","CH",202029,1491,33799,0.035,3.5,873043,170.78,3871.4,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,1.41
"0 - 9","CH",202030,1160,34959,0.033,3.3,873043,132.87,4004.27,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,1.38
"0 - 9","CH",202031,1196,36155,0.032,3.2,873043,136.99,4141.26,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,1.92
"0 - 9","CH",202032,1258,37413,0.033,3.3,873043,144.09,4285.36,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,1.43
"0 - 9","CH",202033,1568,38981,0.038,3.8,873043,179.6,4464.96,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,1.72
"0 - 9","CH",202034,2966,41947,0.052,5.2,873043,339.73,4804.69,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,1.21
"0 - 9","CH",202035,4440,46387,0.06,6,873043,508.57,5313.25,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,0.92
"0 - 9","CH",202036,4030,50417,0.046,4.6,873043,461.6,5774.86,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,1.07
"0 - 9","CH",202037,2937,53354,0.032,3.2,873043,336.41,6111.27,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,0.82
"0 - 9","CH",202038,2015,55369,0.024,2.4,873043,230.8,6342.07,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,0.65
"0 - 9","CH",202039,1374,56743,0.02,2,873043,157.38,6499.45,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,1.24
"0 - 9","CH",202040,1178,57921,0.017,1.7,873043,134.93,6634.38,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,2.55
"0 - 9","CH",202041,1211,59132,0.014,1.4,873043,138.71,6773.09,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,4.87
"0 - 9","CH",202042,1662,60794,0.013,1.3,873043,190.37,6963.46,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,7.52
"0 - 9","CH",202043,2292,63086,0.013,1.3,873043,262.53,7225.99,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,11.13
"0 - 9","CH",202044,3021,66107,0.014,1.4,873043,346.03,7572.02,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,13.47
"0 - 9","CH",202045,3030,69137,0.015,1.5,873043,347.06,7919.08,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,14.55
"0 - 9","CH",202046,3003,72140,0.017,1.7,873043,343.97,8263.05,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,14.15
"0 - 9","CH",202047,2877,75017,0.018,1.8,873043,329.54,8592.59,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,13.87
"0 - 9","CH",202048,2848,77865,0.018,1.8,873043,326.22,8918.8,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,10.25
"0 - 9","CH",202049,2591,80456,0.016,1.6,873043,296.78,9215.58,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,11.62
"0 - 9","CH",202050,3439,83895,0.016,1.6,873043,393.91,9609.49,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,12.47
"0 - 9","CH",202051,5181,89076,0.022,2.2,873043,593.44,10202.93,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-51",TRUE,TRUE,TRUE,TRUE,FALSE,8.28
"0 - 9","CH",202052,3720,92796,0.018,1.8,873043,426.1,10629.03,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-52",TRUE,TRUE,TRUE,TRUE,FALSE,8.12
"0 - 9","CH",202053,1828,94624,0.012,1.2,873043,209.38,10838.41,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-53",TRUE,TRUE,TRUE,TRUE,TRUE,11.76
"0 - 9","CH",202101,1980,96604,0.012,1.2,873043,226.79,11065.21,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2021-01",TRUE,TRUE,TRUE,TRUE,TRUE,14.29
"0 - 9","CH",202102,1244,97848,0.013,1.3,873043,142.49,11207.7,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2021-02",FALSE,FALSE,FALSE,FALSE,FALSE,13.67
"10 - 19","CH",202009,NA,NA,NA,NA,844155,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","CH",202010,NA,NA,NA,NA,844155,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","CH",202011,NA,NA,NA,NA,844155,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","CH",202012,NA,NA,NA,NA,844155,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","CH",202013,NA,NA,NA,NA,844155,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","CH",202014,NA,NA,NA,NA,844155,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","CH",202015,NA,NA,NA,NA,844155,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","CH",202016,NA,NA,NA,NA,844155,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","CH",202017,NA,NA,NA,NA,844155,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","CH",202018,NA,NA,NA,NA,844155,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","CH",202019,NA,NA,NA,NA,844155,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","CH",202020,NA,NA,NA,NA,844155,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","CH",202021,NA,NA,NA,NA,844155,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","CH",202022,2185,2185,0.083,8.3,844155,258.84,258.84,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,0.92
"10 - 19","CH",202023,2606,4791,0.102,10.2,844155,308.71,567.55,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,0.65
"10 - 19","CH",202024,4360,9151,0.122,12.2,844155,516.49,1084.04,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,0.32
"10 - 19","CH",202025,8481,17632,0.176,17.6,844155,1004.67,2088.72,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,0.13
"10 - 19","CH",202026,9950,27582,0.174,17.4,844155,1178.69,3267.41,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,0.28
"10 - 19","CH",202027,11214,38796,0.16,16,844155,1328.43,4595.84,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,0.57
"10 - 19","CH",202028,5942,44738,0.12,12,844155,703.9,5299.74,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,0.82
"10 - 19","CH",202029,3757,48495,0.088,8.8,844155,445.06,5744.8,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,1.38
"10 - 19","CH",202030,2783,51278,0.078,7.8,844155,329.68,6074.48,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,2.62
"10 - 19","CH",202031,2947,54225,0.079,7.9,844155,349.11,6423.58,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,3.53
"10 - 19","CH",202032,3384,57609,0.087,8.7,844155,400.87,6824.46,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,4.4
"10 - 19","CH",202033,4499,62108,0.108,10.8,844155,532.96,7357.42,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,4.05
"10 - 19","CH",202034,7624,69732,0.133,13.3,844155,903.15,8260.57,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,3.08
"10 - 19","CH",202035,11160,80892,0.152,15.2,844155,1322.03,9582.6,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,2.48
"10 - 19","CH",202036,13569,94461,0.156,15.6,844155,1607.41,11190.01,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,1.9
"10 - 19","CH",202037,16063,110524,0.177,17.7,844155,1902.85,13092.86,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,2.22
"10 - 19","CH",202038,15032,125556,0.178,17.8,844155,1780.72,14873.57,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,2.54
"10 - 19","CH",202039,9933,135489,0.146,14.6,844155,1176.68,16050.25,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,2.17
"10 - 19","CH",202040,8175,143664,0.121,12.1,844155,968.42,17018.68,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,3.24
"10 - 19","CH",202041,9093,152757,0.102,10.2,844155,1077.17,18095.85,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,7.96
"10 - 19","CH",202042,12586,165343,0.099,9.9,844155,1490.96,19586.81,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,12.24
"10 - 19","CH",202043,17743,183086,0.1,10,844155,2101.87,21688.67,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,16.39
"10 - 19","CH",202044,24015,207101,0.111,11.1,844155,2844.86,24533.53,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,20.62
"10 - 19","CH",202045,23614,230715,0.114,11.4,844155,2797.35,27330.88,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,20.22
"10 - 19","CH",202046,19674,250389,0.109,10.9,844155,2330.61,29661.5,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,19.87
"10 - 19","CH",202047,16034,266423,0.102,10.2,844155,1899.41,31560.91,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,17.58
"10 - 19","CH",202048,15394,281817,0.096,9.6,844155,1823.6,33384.51,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,15.72
"10 - 19","CH",202049,15607,297424,0.095,9.5,844155,1848.83,35233.34,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,16.24
"10 - 19","CH",202050,19542,316966,0.094,9.4,844155,2314.98,37548.32,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,14.14
"10 - 19","CH",202051,20855,337821,0.087,8.7,844155,2470.52,40018.84,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-51",TRUE,TRUE,TRUE,TRUE,FALSE,12.42
"10 - 19","CH",202052,13873,351694,0.068,6.8,844155,1643.42,41662.25,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-52",TRUE,TRUE,TRUE,TRUE,FALSE,12.99
"10 - 19","CH",202053,9196,360890,0.062,6.2,844155,1089.37,42751.63,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-53",TRUE,TRUE,TRUE,TRUE,TRUE,18.96
"10 - 19","CH",202101,12599,373489,0.076,7.6,844155,1492.5,44244.13,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2021-01",TRUE,TRUE,TRUE,TRUE,TRUE,18.02
"10 - 19","CH",202102,7872,381361,0.081,8.1,844155,932.53,45176.66,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2021-02",FALSE,FALSE,FALSE,FALSE,FALSE,13.73
"20 - 29","CH",202009,NA,NA,NA,NA,1045350,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"20 - 29","CH",202010,NA,NA,NA,NA,1045350,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"20 - 29","CH",202011,NA,NA,NA,NA,1045350,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"20 - 29","CH",202012,NA,NA,NA,NA,1045350,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"20 - 29","CH",202013,NA,NA,NA,NA,1045350,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"20 - 29","CH",202014,NA,NA,NA,NA,1045350,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"20 - 29","CH",202015,NA,NA,NA,NA,1045350,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"20 - 29","CH",202016,NA,NA,NA,NA,1045350,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"20 - 29","CH",202017,NA,NA,NA,NA,1045350,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"20 - 29","CH",202018,NA,NA,NA,NA,1045350,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"20 - 29","CH",202019,NA,NA,NA,NA,1045350,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"20 - 29","CH",202020,NA,NA,NA,NA,1045350,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"20 - 29","CH",202021,NA,NA,NA,NA,1045350,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"20 - 29","CH",202022,3161,3161,0.12,12,1045350,302.39,302.39,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,1.01
"20 - 29","CH",202023,2837,5998,0.111,11.1,1045350,271.39,573.78,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,0.78
"20 - 29","CH",202024,3741,9739,0.105,10.5,1045350,357.87,931.65,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,0.83
"20 - 29","CH",202025,5456,15195,0.113,11.3,1045350,521.93,1453.58,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,0.99
"20 - 29","CH",202026,10559,25754,0.184,18.4,1045350,1010.09,2463.67,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,1.09
"20 - 29","CH",202027,18902,44656,0.27,27,1045350,1808.2,4271.87,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,1.2
"20 - 29","CH",202028,9979,54635,0.202,20.2,1045350,954.61,5226.48,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,1.66
"20 - 29","CH",202029,8914,63549,0.209,20.9,1045350,852.73,6079.21,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,2.04
"20 - 29","CH",202030,7244,70793,0.204,20.4,1045350,692.97,6772.18,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,3.38
"20 - 29","CH",202031,8914,79707,0.239,23.9,1045350,852.73,7624.91,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,4.25
"20 - 29","CH",202032,8729,88436,0.226,22.6,1045350,835.03,8459.94,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,3.83
"20 - 29","CH",202033,9286,97722,0.223,22.3,1045350,888.31,9348.26,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,6.39
"20 - 29","CH",202034,12980,110702,0.226,22.6,1045350,1241.69,10589.95,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,5.72
"20 - 29","CH",202035,15167,125869,0.207,20.7,1045350,1450.9,12040.85,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,4.75
"20 - 29","CH",202036,17620,143489,0.202,20.2,1045350,1685.56,13726.41,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,4.63
"20 - 29","CH",202037,18222,161711,0.201,20.1,1045350,1743.15,15469.56,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,4.59
"20 - 29","CH",202038,16658,178369,0.197,19.7,1045350,1593.53,17063.09,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,4.55
"20 - 29","CH",202039,14373,192742,0.211,21.1,1045350,1374.95,18438.04,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,3.85
"20 - 29","CH",202040,15398,208140,0.227,22.7,1045350,1473,19911.03,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,5.21
"20 - 29","CH",202041,21578,229718,0.241,24.1,1045350,2064.19,21975.22,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,9.71
"20 - 29","CH",202042,29913,259631,0.236,23.6,1045350,2861.53,24836.75,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,13.19
"20 - 29","CH",202043,38649,298280,0.218,21.8,1045350,3697.23,28533.98,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,19.89
