"geoRegion","date","median_R_mean","median_R_highHPD","median_R_lowHPD","timeframe_14d","timeframe_28d","timeframe_phase2","timeframe_phase2b","timeframe_all","type","version"
"AG",2020-02-07,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-02-08,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-02-09,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-02-10,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-02-11,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-02-12,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-02-13,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-02-14,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-02-15,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-02-16,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-02-17,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-02-18,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-02-19,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-02-20,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-02-21,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-02-22,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-02-23,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-02-24,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-02-25,1.31,2.66,0.43,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-02-26,1.44,2.74,0.49,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-02-27,1.52,2.95,0.56,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-02-28,1.71,3.12,0.73,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-02-29,1.99,3.35,0.96,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-03-01,2.25,3.68,1.17,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-03-02,2.42,3.81,1.38,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-03-03,2.64,3.88,1.6,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-03-04,2.71,3.9,1.77,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-03-05,2.81,3.86,1.91,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-03-06,2.75,3.68,1.97,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-03-07,2.63,3.46,1.94,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-03-08,2.45,3.1,1.85,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-03-09,2.21,2.78,1.71,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-03-10,2,2.49,1.56,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-03-11,1.83,2.27,1.45,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-03-12,1.72,2.1,1.37,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-03-13,1.64,1.99,1.32,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-03-14,1.56,1.87,1.27,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-03-15,1.47,1.77,1.21,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-03-16,1.4,1.67,1.15,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-03-17,1.32,1.58,1.1,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-03-18,1.26,1.49,1.04,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-03-19,1.2,1.42,0.99,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-03-20,1.15,1.36,0.96,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-03-21,1.1,1.31,0.92,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-03-22,1.06,1.25,0.88,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-03-23,1,1.19,0.83,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-03-24,0.95,1.13,0.78,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-03-25,0.89,1.07,0.73,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-03-26,0.84,1.02,0.68,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-03-27,0.8,0.97,0.65,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-03-28,0.77,0.95,0.62,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-03-29,0.75,0.92,0.59,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-03-30,0.73,0.9,0.57,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-03-31,0.7,0.87,0.54,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-04-01,0.67,0.85,0.51,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-04-02,0.66,0.84,0.49,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-04-03,0.65,0.84,0.49,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-04-04,0.66,0.86,0.49,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-04-05,0.68,0.89,0.49,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-04-06,0.7,0.92,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-04-07,0.71,0.95,0.51,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-04-08,0.73,0.98,0.51,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-04-09,0.74,1,0.52,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-04-10,0.77,1.04,0.54,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-04-11,0.8,1.1,0.56,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-04-12,0.85,1.16,0.58,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-04-13,0.87,1.19,0.6,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-04-14,0.86,1.18,0.6,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-04-15,0.84,1.16,0.57,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-04-16,0.8,1.12,0.53,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-04-17,0.76,1.07,0.49,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-04-18,0.73,1.03,0.46,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-04-19,0.71,1.02,0.44,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-04-20,0.7,1.03,0.43,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-04-21,0.69,1.04,0.42,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-04-22,0.69,1.05,0.41,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-04-23,0.68,1.05,0.4,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-04-24,0.68,1.07,0.38,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-04-25,0.69,1.09,0.37,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-04-26,0.7,1.13,0.38,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-04-27,0.73,1.19,0.38,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-04-28,0.75,1.25,0.4,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-04-29,0.78,1.29,0.4,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-04-30,0.79,1.3,0.39,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-05-01,0.79,1.32,0.39,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-05-02,0.8,1.35,0.38,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-05-03,0.8,1.36,0.39,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-05-04,0.81,1.38,0.38,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-05-05,0.81,1.41,0.38,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-05-06,0.81,1.42,0.37,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-05-07,0.8,1.43,0.36,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-05-08,0.78,1.43,0.34,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-05-09,0.76,1.39,0.31,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-05-10,0.74,1.36,0.29,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-05-11,0.69,1.34,0.26,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-05-12,0.68,1.38,0.23,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-05-13,0.68,1.37,0.22,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-05-14,0.67,1.39,0.21,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-05-15,0.67,1.43,0.21,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-05-16,0.69,1.51,0.2,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-05-17,0.73,1.61,0.2,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-05-18,0.77,1.69,0.21,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-05-19,0.8,1.76,0.21,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-05-20,0.84,1.84,0.22,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-05-21,0.89,1.92,0.23,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-05-22,0.91,1.98,0.24,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-05-23,0.91,2.02,0.24,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-05-24,0.89,2.04,0.23,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-05-25,0.86,2.01,0.21,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-05-26,0.82,1.98,0.19,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-05-27,0.79,1.92,0.17,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-05-28,0.77,1.92,0.15,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-05-29,0.8,1.98,0.15,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-05-30,0.85,2.08,0.16,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-05-31,0.93,2.24,0.19,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-06-01,1.06,2.47,0.23,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-06-02,1.16,2.64,0.27,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-06-03,1.25,2.77,0.32,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-06-04,1.34,2.89,0.37,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-06-05,1.38,2.94,0.41,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-06-06,1.43,2.94,0.44,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-06-07,1.41,2.88,0.47,FALSE,FALSE,FALSE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-06-08,1.4,2.79,0.47,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-06-09,1.34,2.63,0.46,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-06-10,1.28,2.48,0.46,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-06-11,1.28,2.47,0.48,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-06-12,1.34,2.51,0.53,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-06-13,1.48,2.65,0.62,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-06-14,1.62,2.79,0.76,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-06-15,1.8,3,0.91,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-06-16,1.98,3.16,1.08,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-06-17,2.11,3.24,1.22,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-06-18,2.16,3.25,1.31,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-06-19,2.13,3.08,1.34,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-06-20,1.99,2.84,1.29,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-06-21,1.8,2.54,1.19,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-06-22,1.59,2.25,1.06,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-06-23,1.4,1.96,0.93,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-06-24,1.23,1.74,0.82,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-06-25,1.12,1.58,0.74,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-06-26,1.05,1.48,0.69,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-06-27,1.01,1.43,0.66,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-06-28,0.99,1.4,0.65,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-06-29,0.98,1.38,0.64,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-06-30,0.97,1.38,0.63,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-07-01,0.97,1.38,0.63,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-07-02,1,1.42,0.66,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-07-03,1.04,1.47,0.69,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-07-04,1.08,1.52,0.72,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-07-05,1.12,1.56,0.75,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-07-06,1.14,1.58,0.77,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-07-07,1.13,1.57,0.77,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-07-08,1.1,1.53,0.76,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-07-09,1.08,1.48,0.73,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-07-10,1.05,1.44,0.72,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-07-11,1.04,1.43,0.71,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-07-12,1.03,1.41,0.69,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-07-13,1.01,1.4,0.69,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-07-14,1,1.38,0.68,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-07-15,1,1.37,0.67,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-07-16,1,1.38,0.68,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-07-17,1.01,1.4,0.69,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-07-18,1.02,1.41,0.7,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-07-19,1.03,1.41,0.7,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-07-20,1.03,1.41,0.7,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-07-21,1.02,1.41,0.7,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-07-22,1.01,1.38,0.69,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-07-23,1,1.37,0.69,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-07-24,1,1.38,0.69,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-07-25,1.03,1.4,0.7,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-07-26,1.04,1.42,0.71,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-07-27,1.06,1.44,0.73,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-07-28,1.08,1.46,0.75,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-07-29,1.11,1.49,0.78,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-07-30,1.14,1.53,0.81,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-07-31,1.18,1.57,0.84,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-08-01,1.21,1.6,0.87,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-08-02,1.22,1.6,0.89,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-08-03,1.21,1.58,0.88,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-08-04,1.19,1.55,0.87,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-08-05,1.17,1.53,0.86,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-08-06,1.17,1.52,0.86,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-08-07,1.17,1.51,0.87,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-08-08,1.17,1.51,0.88,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-08-09,1.16,1.49,0.88,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-08-10,1.15,1.47,0.87,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-08-11,1.14,1.45,0.86,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-08-12,1.12,1.42,0.85,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-08-13,1.11,1.41,0.84,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-08-14,1.11,1.41,0.85,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-08-15,1.11,1.41,0.85,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-08-16,1.11,1.4,0.85,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-08-17,1.09,1.37,0.84,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-08-18,1.05,1.33,0.8,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-08-19,1.01,1.28,0.77,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-08-20,0.98,1.24,0.74,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-08-21,0.96,1.22,0.73,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-08-22,0.95,1.21,0.72,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
"AG",2020-08-23,0.95,1.22,0.72,FALSE,FALSE,TRUE,FALSE,TRUE,"COVID19Re","2021-01-17_10-01-23"
