"sex","geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_28d","timeframe_14d","pos_anteil"
"male","CH",202009,NA,NA,NA,NA,4268863,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","CH",202010,NA,NA,NA,NA,4268863,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","CH",202011,NA,NA,NA,NA,4268863,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","CH",202012,NA,NA,NA,NA,4268863,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","CH",202013,NA,NA,NA,NA,4268863,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","CH",202014,NA,NA,NA,NA,4268863,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","CH",202015,NA,NA,NA,NA,4268863,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","CH",202016,NA,NA,NA,NA,4268863,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","CH",202017,NA,NA,NA,NA,4268863,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","CH",202018,NA,NA,NA,NA,4268863,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","CH",202019,NA,NA,NA,NA,4268863,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","CH",202020,NA,NA,NA,NA,4268863,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","CH",202021,NA,NA,NA,NA,4268863,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","CH",202022,12856,12856,0.488,48.8,4268863,301.16,301.16,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,0.81
"male","CH",202023,12324,25180,0.48,48,4268863,288.7,589.85,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,0.67
"male","CH",202024,16713,41893,0.468,46.8,4268863,391.51,981.36,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,0.71
"male","CH",202025,21705,63598,0.45,45,4268863,508.45,1489.81,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,0.46
"male","CH",202026,28003,91601,0.489,48.9,4268863,655.98,2145.79,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,0.79
"male","CH",202027,37571,129172,0.538,53.8,4268863,880.12,3025.91,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,1.09
"male","CH",202028,23599,152771,0.477,47.7,4268863,552.82,3578.73,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,1.9
"male","CH",202029,20720,173491,0.487,48.7,4268863,485.38,4064.1,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,2.21
"male","CH",202030,17288,190779,0.487,48.7,4268863,404.98,4469.08,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,2.7
"male","CH",202031,19122,209901,0.512,51.2,4268863,447.94,4917.02,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,3.72
"male","CH",202032,19488,229389,0.504,50.4,4268863,456.52,5373.54,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,3.35
"male","CH",202033,21219,250608,0.509,50.9,4268863,497.06,5870.6,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,4.16
"male","CH",202034,28888,279496,0.502,50.2,4268863,676.71,6547.32,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,3.93
"male","CH",202035,35055,314551,0.477,47.7,4268863,821.18,7368.5,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,3.41
"male","CH",202036,41390,355941,0.475,47.5,4268863,969.58,8338.08,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,3.39
"male","CH",202037,42449,398390,0.469,46.9,4268863,994.39,9332.46,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,3.78
"male","CH",202038,40892,439282,0.483,48.3,4268863,957.91,10290.37,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,4.05
"male","CH",202039,33146,472428,0.487,48.7,4268863,776.46,11066.83,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,3.77
"male","CH",202040,33687,506115,0.497,49.7,4268863,789.13,11855.97,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,5.76
"male","CH",202041,44741,550856,0.501,50.1,4268863,1048.08,12904.04,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,10.4
"male","CH",202042,62271,613127,0.492,49.2,4268863,1458.73,14362.77,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,15.81
"male","CH",202043,85576,698703,0.483,48.3,4268863,2004.66,16367.43,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,23.37
"male","CH",202044,102878,801581,0.473,47.3,4268863,2409.96,18777.39,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,27.21
"male","CH",202045,96314,897895,0.466,46.6,4268863,2256.2,21033.59,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,27.19
"male","CH",202046,81863,979758,0.455,45.5,4268863,1917.68,22951.26,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,24.67
"male","CH",202047,71635,1051393,0.454,45.4,4268863,1678.08,24629.35,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,21.49
"male","CH",202048,73030,1124423,0.457,45.7,4268863,1710.76,26340.11,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,18.02
"male","CH",202049,73875,1198298,0.451,45.1,4268863,1730.55,28070.66,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,18.23
"male","CH",202050,94043,1292341,0.45,45,4268863,2203,30273.66,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,15.84
"male","CH",202051,111509,1403850,0.463,46.3,4268863,2612.15,32885.81,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-51",TRUE,TRUE,TRUE,TRUE,FALSE,13.03
"male","CH",202052,92697,1496547,0.452,45.2,4268863,2171.47,35057.27,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-52",TRUE,TRUE,TRUE,TRUE,FALSE,12.95
"male","CH",202053,66048,1562595,0.444,44.4,4268863,1547.2,36604.48,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-53",TRUE,TRUE,TRUE,TRUE,TRUE,17.39
"male","CH",202101,76595,1639190,0.46,46,4268863,1794.27,38398.75,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2021-01",TRUE,TRUE,TRUE,TRUE,TRUE,14.52
"male","CH",202102,46876,1686066,0.483,48.3,4268863,1098.09,39496.84,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2021-02",FALSE,FALSE,FALSE,FALSE,FALSE,11.81
"female","CH",202009,NA,NA,NA,NA,4337170,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","CH",202010,NA,NA,NA,NA,4337170,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","CH",202011,NA,NA,NA,NA,4337170,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","CH",202012,NA,NA,NA,NA,4337170,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","CH",202013,NA,NA,NA,NA,4337170,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","CH",202014,NA,NA,NA,NA,4337170,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","CH",202015,NA,NA,NA,NA,4337170,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","CH",202016,NA,NA,NA,NA,4337170,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","CH",202017,NA,NA,NA,NA,4337170,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","CH",202018,NA,NA,NA,NA,4337170,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","CH",202019,NA,NA,NA,NA,4337170,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","CH",202020,NA,NA,NA,NA,4337170,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","CH",202021,NA,NA,NA,NA,4337170,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"female","CH",202022,13478,13478,0.512,51.2,4337170,310.76,310.76,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,0.75
"female","CH",202023,13288,26766,0.518,51.8,4337170,306.37,617.13,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,0.54
"female","CH",202024,18844,45610,0.528,52.8,4337170,434.48,1051.61,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,0.55
"female","CH",202025,26273,71883,0.544,54.4,4337170,605.76,1657.37,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,0.39
"female","CH",202026,29278,101161,0.511,51.1,4337170,675.05,2332.42,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,0.59
"female","CH",202027,32309,133470,0.462,46.2,4337170,744.93,3077.35,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,1.06
"female","CH",202028,25824,159294,0.522,52.2,4337170,595.41,3672.76,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,1.22
"female","CH",202029,21845,181139,0.513,51.3,4337170,503.67,4176.43,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,1.75
"female","CH",202030,18239,199378,0.513,51.3,4337170,420.53,4596.96,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,2.49
"female","CH",202031,18233,217611,0.488,48.8,4337170,420.39,5017.35,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,3.29
"female","CH",202032,19205,236816,0.496,49.6,4337170,442.8,5460.15,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,3.2
"female","CH",202033,20467,257283,0.491,49.1,4337170,471.9,5932.05,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,3.95
"female","CH",202034,28586,285869,0.497,49.7,4337170,659.09,6591.14,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,3.32
"female","CH",202035,38364,324233,0.522,52.2,4337170,884.54,7475.68,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,2.86
"female","CH",202036,45723,369956,0.525,52.5,4337170,1054.21,8529.89,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,2.83
"female","CH",202037,48049,418005,0.531,53.1,4337170,1107.84,9637.74,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,3.39
"female","CH",202038,43705,461710,0.517,51.7,4337170,1007.68,10645.42,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,3.54
"female","CH",202039,34830,496540,0.512,51.2,4337170,803.06,11448.48,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,3.6
"female","CH",202040,34065,530605,0.503,50.3,4337170,785.42,12233.9,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,4.92
"female","CH",202041,44585,575190,0.499,49.9,4337170,1027.97,13261.87,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,9.61
"female","CH",202042,64202,639392,0.508,50.8,4337170,1480.27,14742.15,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,14.92
"female","CH",202043,91564,730956,0.517,51.7,4337170,2111.15,16853.29,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,21.83
"female","CH",202044,114383,845339,0.526,52.6,4337170,2637.27,19490.57,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,25.81
"female","CH",202045,110353,955692,0.534,53.4,4337170,2544.35,22034.92,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,25.97
"female","CH",202046,97908,1053600,0.544,54.4,4337170,2257.42,24292.34,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,23.41
"female","CH",202047,86153,1139753,0.546,54.6,4337170,1986.39,26278.73,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,20.16
"female","CH",202048,86875,1226628,0.543,54.3,4337170,2003.03,28281.76,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,17.24
"female","CH",202049,90022,1316650,0.549,54.9,4337170,2075.59,30357.35,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,17.41
"female","CH",202050,114612,1431262,0.549,54.9,4337170,2642.55,32999.91,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,14.82
"female","CH",202051,129270,1560532,0.537,53.7,4337170,2980.51,35980.42,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-51",TRUE,TRUE,TRUE,TRUE,FALSE,12.77
"female","CH",202052,112235,1672767,0.547,54.7,4337170,2587.75,38568.17,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-52",TRUE,TRUE,TRUE,TRUE,FALSE,12.35
"female","CH",202053,82607,1755374,0.555,55.5,4337170,1904.63,40472.8,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-53",TRUE,TRUE,TRUE,TRUE,TRUE,16.26
"female","CH",202101,89880,1845254,0.54,54,4337170,2072.32,42545.12,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2021-01",TRUE,TRUE,TRUE,TRUE,TRUE,14.5
"female","CH",202102,50194,1895448,0.517,51.7,4337170,1157.3,43702.41,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2021-02",FALSE,FALSE,FALSE,FALSE,FALSE,12.19
"unknown","CH",202009,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","CH",202010,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","CH",202011,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","CH",202012,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","CH",202013,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","CH",202014,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","CH",202015,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","CH",202016,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","CH",202017,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","CH",202018,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","CH",202019,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","CH",202020,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","CH",202021,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","CH",202022,7,7,0,0,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","CH",202023,40,47,0.002,0.2,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"unknown","CH",202024,161,208,0.005,0.5,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","CH",202025,279,487,0.006,0.6,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","CH",202026,33,520,0.001,0.1,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","CH",202027,15,535,0,0,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","CH",202028,9,544,0,0,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,11.11
"unknown","CH",202029,6,550,0,0,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","CH",202030,3,553,0,0,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","CH",202031,6,559,0,0,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","CH",202032,2,561,0,0,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","CH",202033,10,571,0,0,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,10
"unknown","CH",202034,30,601,0.001,0.1,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","CH",202035,22,623,0,0,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,9.09
"unknown","CH",202036,20,643,0,0,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","CH",202037,34,677,0,0,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,2.94
"unknown","CH",202038,13,690,0,0,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"unknown","CH",202039,21,711,0,0,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,4.76
"unknown","CH",202040,14,725,0,0,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,7.14
"unknown","CH",202041,28,753,0,0,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,10.71
"unknown","CH",202042,21,774,0,0,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,14.29
"unknown","CH",202043,25,799,0,0,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,8
"unknown","CH",202044,26,825,0,0,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,30.77
"unknown","CH",202045,33,858,0,0,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,15.15
"unknown","CH",202046,71,929,0,0,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,22.54
"unknown","CH",202047,32,961,0,0,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,3.12
"unknown","CH",202048,71,1032,0,0,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,21.13
"unknown","CH",202049,41,1073,0,0,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,7.32
"unknown","CH",202050,112,1185,0.001,0.1,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,8.93
"unknown","CH",202051,132,1317,0.001,0.1,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-51",TRUE,TRUE,TRUE,TRUE,FALSE,6.06
"unknown","CH",202052,197,1514,0.001,0.1,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-52",TRUE,TRUE,TRUE,TRUE,FALSE,6.09
"unknown","CH",202053,95,1609,0.001,0.1,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-53",TRUE,TRUE,TRUE,TRUE,TRUE,11.58
"unknown","CH",202101,98,1707,0.001,0.1,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2021-01",TRUE,TRUE,TRUE,TRUE,TRUE,9.18
"unknown","CH",202102,29,1736,0,0,NA,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2021-02",FALSE,FALSE,FALSE,FALSE,FALSE,6.9
"male","CHFL",202009,NA,NA,NA,NA,4288078,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","CHFL",202010,NA,NA,NA,NA,4288078,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","CHFL",202011,NA,NA,NA,NA,4288078,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
