"sex","geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_28d","timeframe_14d","pos_anteil"
"male","SG",202037,2223,19730,0.482,48.2,256039,868.23,7705.86,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,2.43
"male","SG",202038,1892,21622,0.497,49.7,256039,738.95,8444.81,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,3.59
"male","SG",202039,1683,23305,0.486,48.6,256039,657.32,9102.13,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,3.03
"male","SG",202040,1592,24897,0.505,50.5,256039,621.78,9723.91,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,5.03
"male","SG",202041,1999,26896,0.497,49.7,256039,780.74,10504.65,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,10.66
"male","SG",202042,3094,29990,0.502,50.2,256039,1208.41,11713.06,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,17.03
"male","SG",202043,4365,34355,0.489,48.9,256039,1704.82,13417.88,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,23.69
"male","SG",202044,5462,39817,0.491,49.1,256039,2133.27,15551.15,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,27.76
"male","SG",202045,4782,44599,0.474,47.4,256039,1867.68,17418.83,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,27.39
"male","SG",202046,3883,48482,0.458,45.8,256039,1516.57,18935.4,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,27.35
"male","SG",202047,3828,52310,0.454,45.4,256039,1495.08,20430.48,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,26.07
"male","SG",202048,4082,56392,0.453,45.3,256039,1594.29,22024.77,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,23.62
"male","SG",202049,4276,60668,0.44,44,256039,1670.06,23694.83,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,25.07
"male","SG",202050,5033,65701,0.45,45,256039,1965.72,25660.54,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,24.7
"male","SG",202051,5564,71265,0.452,45.2,256039,2173.11,27833.65,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-51",TRUE,TRUE,TRUE,TRUE,FALSE,21.1
"male","SG",202052,4101,75366,0.438,43.8,256039,1601.71,29435.36,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-52",TRUE,TRUE,TRUE,TRUE,FALSE,20.73
"male","SG",202053,3089,78455,0.425,42.5,256039,1206.46,30641.82,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-53",TRUE,TRUE,TRUE,TRUE,TRUE,26.55
"male","SG",202101,3980,82435,0.453,45.3,256039,1554.45,32196.27,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2021-01",TRUE,TRUE,TRUE,TRUE,TRUE,19.87
"male","SG",202102,2521,84956,0.497,49.7,256039,984.62,33180.88,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2021-02",FALSE,FALSE,FALSE,FALSE,FALSE,14.91
"male","SH",202009,NA,NA,NA,NA,40768,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SH",202010,NA,NA,NA,NA,40768,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SH",202011,NA,NA,NA,NA,40768,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SH",202012,NA,NA,NA,NA,40768,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SH",202013,NA,NA,NA,NA,40768,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SH",202014,NA,NA,NA,NA,40768,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SH",202015,NA,NA,NA,NA,40768,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SH",202016,NA,NA,NA,NA,40768,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SH",202017,NA,NA,NA,NA,40768,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SH",202018,NA,NA,NA,NA,40768,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SH",202019,NA,NA,NA,NA,40768,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SH",202020,NA,NA,NA,NA,40768,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SH",202021,NA,NA,NA,NA,40768,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SH",202022,101,101,0.515,51.5,40768,247.74,247.74,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,1.98
"male","SH",202023,113,214,0.481,48.1,40768,277.18,524.92,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,1.77
"male","SH",202024,135,349,0.486,48.6,40768,331.14,856.06,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,1.48
"male","SH",202025,160,509,0.438,43.8,40768,392.46,1248.53,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"male","SH",202026,226,735,0.517,51.7,40768,554.36,1802.88,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,0.88
"male","SH",202027,256,991,0.542,54.2,40768,627.94,2430.83,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,0.78
"male","SH",202028,224,1215,0.523,52.3,40768,549.45,2980.28,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,2.23
"male","SH",202029,181,1396,0.519,51.9,40768,443.98,3424.25,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,4.42
"male","SH",202030,135,1531,0.5,50,40768,331.14,3755.4,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,2.96
"male","SH",202031,159,1690,0.528,52.8,40768,390.01,4145.41,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,5.66
"male","SH",202032,179,1869,0.494,49.4,40768,439.07,4584.48,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,5.03
"male","SH",202033,208,2077,0.495,49.5,40768,510.2,5094.68,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,4.33
"male","SH",202034,245,2322,0.502,50.2,40768,600.96,5695.64,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,1.22
"male","SH",202035,214,2536,0.459,45.9,40768,524.92,6220.57,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,0.93
"male","SH",202036,265,2801,0.422,42.2,40768,650.02,6870.58,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,1.13
"male","SH",202037,304,3105,0.481,48.1,40768,745.68,7616.27,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,2.3
"male","SH",202038,291,3396,0.49,49,40768,713.8,8330.06,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,0.69
"male","SH",202039,247,3643,0.478,47.8,40768,605.87,8935.93,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,1.21
"male","SH",202040,291,3934,0.564,56.4,40768,713.8,9649.73,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,4.12
"male","SH",202041,328,4262,0.484,48.4,40768,804.55,10454.28,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,5.18
"male","SH",202042,413,4675,0.493,49.3,40768,1013.05,11467.33,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,8.96
"male","SH",202043,646,5321,0.507,50.7,40768,1584.58,13051.9,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,16.87
"male","SH",202044,887,6208,0.484,48.4,40768,2175.73,15227.63,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,14.54
"male","SH",202045,727,6935,0.449,44.9,40768,1783.26,17010.89,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,17.74
"male","SH",202046,647,7582,0.473,47.3,40768,1587.03,18597.92,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,18.55
"male","SH",202047,691,8273,0.462,46.2,40768,1694.96,20292.88,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,20.55
"male","SH",202048,785,9058,0.485,48.5,40768,1925.53,22218.41,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,17.71
"male","SH",202049,791,9849,0.456,45.6,40768,1940.25,24158.65,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,17.95
"male","SH",202050,1006,10855,0.49,49,40768,2467.62,26626.28,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,14.51
"male","SH",202051,977,11832,0.478,47.8,40768,2396.49,29022.76,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-51",TRUE,TRUE,TRUE,TRUE,FALSE,15.35
"male","SH",202052,804,12636,0.474,47.4,40768,1972.14,30994.9,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-52",TRUE,TRUE,TRUE,TRUE,FALSE,14.3
"male","SH",202053,498,13134,0.422,42.2,40768,1221.55,32216.44,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-53",TRUE,TRUE,TRUE,TRUE,TRUE,15.26
"male","SH",202101,580,13714,0.466,46.6,40768,1422.68,33639.13,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2021-01",TRUE,TRUE,TRUE,TRUE,TRUE,10.69
"male","SH",202102,376,14090,0.505,50.5,40768,922.29,34561.42,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2021-02",FALSE,FALSE,FALSE,FALSE,FALSE,11.17
"male","SO",202009,NA,NA,NA,NA,137659,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SO",202010,NA,NA,NA,NA,137659,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SO",202011,NA,NA,NA,NA,137659,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SO",202012,NA,NA,NA,NA,137659,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SO",202013,NA,NA,NA,NA,137659,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SO",202014,NA,NA,NA,NA,137659,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SO",202015,NA,NA,NA,NA,137659,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SO",202016,NA,NA,NA,NA,137659,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SO",202017,NA,NA,NA,NA,137659,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SO",202018,NA,NA,NA,NA,137659,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SO",202019,NA,NA,NA,NA,137659,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SO",202020,NA,NA,NA,NA,137659,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SO",202021,NA,NA,NA,NA,137659,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SO",202022,364,364,0.516,51.6,137659,264.42,264.42,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,0.27
"male","SO",202023,316,680,0.476,47.6,137659,229.55,493.97,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,0.63
"male","SO",202024,376,1056,0.462,46.2,137659,273.14,767.11,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,0.27
"male","SO",202025,472,1528,0.433,43.3,137659,342.88,1109.99,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,0.42
"male","SO",202026,760,2288,0.533,53.3,137659,552.09,1662.08,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,0.66
"male","SO",202027,1218,3506,0.569,56.9,137659,884.8,2546.87,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,0.9
"male","SO",202028,631,4137,0.477,47.7,137659,458.38,3005.25,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,1.74
"male","SO",202029,551,4688,0.479,47.9,137659,400.26,3405.52,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,1.45
"male","SO",202030,486,5174,0.525,52.5,137659,353.05,3758.56,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,2.26
"male","SO",202031,437,5611,0.518,51.8,137659,317.45,4076.01,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,2.52
"male","SO",202032,474,6085,0.504,50.4,137659,344.33,4420.34,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,3.16
"male","SO",202033,635,6720,0.54,54,137659,461.28,4881.63,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,5.98
"male","SO",202034,917,7637,0.478,47.8,137659,666.14,5547.77,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,2.4
"male","SO",202035,1000,8637,0.458,45.8,137659,726.43,6274.2,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,1.9
"male","SO",202036,1197,9834,0.477,47.7,137659,869.54,7143.74,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,1.59
"male","SO",202037,1090,10924,0.476,47.6,137659,791.81,7935.55,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,0.92
"male","SO",202038,1059,11983,0.526,52.6,137659,769.29,8704.84,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,3.21
"male","SO",202039,845,12828,0.502,50.2,137659,613.84,9318.68,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,3.2
"male","SO",202040,802,13630,0.523,52.3,137659,582.6,9901.28,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,4.24
"male","SO",202041,1001,14631,0.535,53.5,137659,727.16,10628.44,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,6.79
"male","SO",202042,1398,16029,0.539,53.9,137659,1015.55,11643.99,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,11.95
"male","SO",202043,2058,18087,0.496,49.6,137659,1495,13138.99,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,16.18
"male","SO",202044,2776,20863,0.51,51,137659,2016.58,15155.57,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,18.41
"male","SO",202045,2504,23367,0.474,47.4,137659,1818.99,16974.55,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,20.57
"male","SO",202046,2094,25461,0.45,45,137659,1521.15,18495.7,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,19.82
"male","SO",202047,1930,27391,0.446,44.6,137659,1402.02,19897.72,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,20.05
"male","SO",202048,2210,29601,0.466,46.6,137659,1605.42,21503.13,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,17.33
"male","SO",202049,2299,31900,0.437,43.7,137659,1670.07,23173.2,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,20.53
"male","SO",202050,2735,34635,0.45,45,137659,1986.79,25160,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,19.71
"male","SO",202051,3107,37742,0.453,45.3,137659,2257.03,27417.02,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-51",TRUE,TRUE,TRUE,TRUE,FALSE,17.57
"male","SO",202052,2337,40079,0.443,44.3,137659,1697.67,29114.7,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-52",TRUE,TRUE,TRUE,TRUE,FALSE,16.13
"male","SO",202053,1785,41864,0.428,42.8,137659,1296.68,30411.38,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-53",TRUE,TRUE,TRUE,TRUE,TRUE,19.44
"male","SO",202101,2081,43945,0.462,46.2,137659,1511.71,31923.09,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2021-01",TRUE,TRUE,TRUE,TRUE,TRUE,15.47
"male","SO",202102,1280,45225,0.495,49.5,137659,929.83,32852.92,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2021-02",FALSE,FALSE,FALSE,FALSE,FALSE,12.97
"male","SZ",202009,NA,NA,NA,NA,82213,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SZ",202010,NA,NA,NA,NA,82213,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SZ",202011,NA,NA,NA,NA,82213,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SZ",202012,NA,NA,NA,NA,82213,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SZ",202013,NA,NA,NA,NA,82213,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SZ",202014,NA,NA,NA,NA,82213,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SZ",202015,NA,NA,NA,NA,82213,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SZ",202016,NA,NA,NA,NA,82213,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SZ",202017,NA,NA,NA,NA,82213,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SZ",202018,NA,NA,NA,NA,82213,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SZ",202019,NA,NA,NA,NA,82213,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SZ",202020,NA,NA,NA,NA,82213,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SZ",202021,NA,NA,NA,NA,82213,NA,NA,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SZ",202022,172,172,0.506,50.6,82213,209.21,209.21,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SZ",202023,188,360,0.464,46.4,82213,228.67,437.89,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"male","SZ",202024,244,604,0.492,49.2,82213,296.79,734.68,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,0.41
"male","SZ",202025,323,927,0.466,46.6,82213,392.88,1127.56,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,0.62
"male","SZ",202026,441,1368,0.503,50.3,82213,536.41,1663.97,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,1.36
"male","SZ",202027,759,2127,0.598,59.8,82213,923.21,2587.18,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,2.24
"male","SZ",202028,422,2549,0.492,49.2,82213,513.3,3100.48,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,3.79
"male","SZ",202029,367,2916,0.501,50.1,82213,446.4,3546.88,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,1.36
"male","SZ",202030,288,3204,0.537,53.7,82213,350.31,3897.19,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,2.78
"male","SZ",202031,326,3530,0.575,57.5,82213,396.53,4293.72,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,4.91
"male","SZ",202032,356,3886,0.553,55.3,82213,433.02,4726.75,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,2.81
"male","SZ",202033,370,4256,0.532,53.2,82213,450.05,5176.8,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,3.24
"male","SZ",202034,493,4749,0.518,51.8,82213,599.66,5776.46,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,4.67
"male","SZ",202035,542,5291,0.471,47.1,82213,659.26,6435.72,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,2.03
"male","SZ",202036,643,5934,0.484,48.4,82213,782.11,7217.84,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,2.33
"male","SZ",202037,647,6581,0.462,46.2,82213,786.98,8004.82,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,2.01
"male","SZ",202038,585,7166,0.532,53.2,82213,711.57,8716.38,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,1.88
"male","SZ",202039,515,7681,0.512,51.2,82213,626.42,9342.8,"COVID19Test","sex","2021-01-15_07-50-56","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,1.94
