"sex","geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_28d","timeframe_14d"
"male","GR",202009,3,3,0.6,60,99707,3.01,3.01,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE
"male","GR",202010,3,6,0.75,75,99707,3.01,6.02,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE
"male","GR",202011,6,12,0.6,60,99707,6.02,12.04,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE
"male","GR",202012,9,21,0.474,47.4,99707,9.03,21.06,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE
"male","GR",202013,22,43,0.688,68.8,99707,22.06,43.13,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE
"male","GR",202014,9,52,0.75,75,99707,9.03,52.15,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE
"male","GR",202015,4,56,0.444,44.4,99707,4.01,56.16,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE
"male","GR",202016,4,60,0.667,66.7,99707,4.01,60.18,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE
"male","GR",202017,3,63,1,100,99707,3.01,63.19,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE
"male","GR",202018,0,63,NA,NA,99707,0,63.19,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE
"male","GR",202019,0,63,NA,NA,99707,0,63.19,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE
"male","GR",202020,0,63,NA,NA,99707,0,63.19,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE
"male","GR",202021,0,63,0,0,99707,0,63.19,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE
"male","GR",202022,0,63,NA,NA,99707,0,63.19,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE
"male","GR",202023,0,63,NA,NA,99707,0,63.19,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE
"male","GR",202024,0,63,NA,NA,99707,0,63.19,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE
"male","GR",202025,0,63,NA,NA,99707,0,63.19,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE
"male","GR",202026,1,64,1,100,99707,1,64.19,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE
"male","GR",202027,0,64,NA,NA,99707,0,64.19,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE
"male","GR",202028,1,65,0.5,50,99707,1,65.19,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE
"male","GR",202029,0,65,NA,NA,99707,0,65.19,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE
"male","GR",202030,2,67,1,100,99707,2.01,67.2,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE
"male","GR",202031,2,69,1,100,99707,2.01,69.2,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE
"male","GR",202032,0,69,NA,NA,99707,0,69.2,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE
"male","GR",202033,1,70,0.5,50,99707,1,70.21,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE
"male","GR",202034,1,71,1,100,99707,1,71.21,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE
"male","GR",202035,0,71,NA,NA,99707,0,71.21,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE
"male","GR",202036,0,71,NA,NA,99707,0,71.21,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE
"male","GR",202037,0,71,0,0,99707,0,71.21,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE
"male","GR",202038,1,72,0.333,33.3,99707,1,72.21,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE
"male","GR",202039,0,72,0,0,99707,0,72.21,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE
"male","GR",202040,2,74,1,100,99707,2.01,74.22,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE
"male","GR",202041,4,78,1,100,99707,4.01,78.23,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE
"male","GR",202042,6,84,0.75,75,99707,6.02,84.25,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE
"male","GR",202043,13,97,0.52,52,99707,13.04,97.29,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE
"male","GR",202044,18,115,0.667,66.7,99707,18.05,115.34,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE
"male","GR",202045,10,125,0.455,45.5,99707,10.03,125.37,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE
"male","GR",202046,15,140,0.536,53.6,99707,15.04,140.41,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE
"male","GR",202047,18,158,0.581,58.1,99707,18.05,158.46,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE
"male","GR",202048,14,172,0.519,51.9,99707,14.04,172.51,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE
"male","GR",202049,21,193,0.677,67.7,99707,21.06,193.57,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE
"male","GR",202050,9,202,0.375,37.5,99707,9.03,202.59,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE
"male","GR",202051,12,214,0.48,48,99707,12.04,214.63,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-51",TRUE,TRUE,TRUE,TRUE,FALSE
"male","GR",202052,14,228,0.483,48.3,99707,14.04,228.67,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-52",TRUE,TRUE,TRUE,TRUE,FALSE
"male","GR",202053,20,248,0.667,66.7,99707,20.06,248.73,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-53",TRUE,TRUE,TRUE,TRUE,TRUE
"male","GR",202101,11,259,0.524,52.4,99707,11.03,259.76,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2021-01",TRUE,TRUE,TRUE,TRUE,TRUE
"male","GR",202102,5,264,0.625,62.5,99707,5.01,264.78,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2021-02",FALSE,FALSE,FALSE,FALSE,FALSE
"male","JU",202009,0,0,NA,NA,36400,0,0,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE
"male","JU",202010,1,1,0.333,33.3,36400,2.75,2.75,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE
"male","JU",202011,1,2,0.333,33.3,36400,2.75,5.49,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE
"male","JU",202012,9,11,0.75,75,36400,24.73,30.22,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE
"male","JU",202013,8,19,0.571,57.1,36400,21.98,52.2,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE
"male","JU",202014,6,25,0.75,75,36400,16.48,68.68,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE
"male","JU",202015,2,27,0.667,66.7,36400,5.49,74.18,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE
"male","JU",202016,3,30,0.75,75,36400,8.24,82.42,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE
"male","JU",202017,0,30,0,0,36400,0,82.42,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE
"male","JU",202018,0,30,NA,NA,36400,0,82.42,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE
"male","JU",202019,0,30,NA,NA,36400,0,82.42,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE
"male","JU",202020,0,30,0,0,36400,0,82.42,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE
"male","JU",202021,0,30,0,0,36400,0,82.42,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE
"male","JU",202022,0,30,NA,NA,36400,0,82.42,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE
"male","JU",202023,0,30,NA,NA,36400,0,82.42,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE
"male","JU",202024,0,30,NA,NA,36400,0,82.42,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE
"male","JU",202025,0,30,NA,NA,36400,0,82.42,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE
"male","JU",202026,0,30,0,0,36400,0,82.42,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE
"male","JU",202027,0,30,NA,NA,36400,0,82.42,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE
"male","JU",202028,0,30,NA,NA,36400,0,82.42,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE
"male","JU",202029,0,30,0,0,36400,0,82.42,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE
"male","JU",202030,0,30,NA,NA,36400,0,82.42,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE
"male","JU",202031,0,30,NA,NA,36400,0,82.42,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE
"male","JU",202032,0,30,0,0,36400,0,82.42,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE
"male","JU",202033,0,30,NA,NA,36400,0,82.42,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE
"male","JU",202034,1,31,1,100,36400,2.75,85.16,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE
"male","JU",202035,0,31,NA,NA,36400,0,85.16,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE
"male","JU",202036,2,33,0.667,66.7,36400,5.49,90.66,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE
"male","JU",202037,2,35,1,100,36400,5.49,96.15,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE
"male","JU",202038,0,35,0,0,36400,0,96.15,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE
"male","JU",202039,4,39,0.8,80,36400,10.99,107.14,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE
"male","JU",202040,2,41,0.4,40,36400,5.49,112.64,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE
"male","JU",202041,6,47,0.545,54.5,36400,16.48,129.12,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE
"male","JU",202042,10,57,0.556,55.6,36400,27.47,156.59,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE
"male","JU",202043,12,69,0.5,50,36400,32.97,189.56,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE
"male","JU",202044,10,79,0.625,62.5,36400,27.47,217.03,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE
"male","JU",202045,5,84,0.625,62.5,36400,13.74,230.77,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE
"male","JU",202046,7,91,1,100,36400,19.23,250,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE
"male","JU",202047,3,94,0.75,75,36400,8.24,258.24,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE
"male","JU",202048,2,96,0.667,66.7,36400,5.49,263.74,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE
"male","JU",202049,1,97,0.5,50,36400,2.75,266.48,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE
"male","JU",202050,2,99,0.667,66.7,36400,5.49,271.98,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE
"male","JU",202051,3,102,0.75,75,36400,8.24,280.22,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-51",TRUE,TRUE,TRUE,TRUE,FALSE
"male","JU",202052,0,102,0,0,36400,0,280.22,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-52",TRUE,TRUE,TRUE,TRUE,FALSE
"male","JU",202053,0,102,NA,NA,36400,0,280.22,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-53",TRUE,TRUE,TRUE,TRUE,TRUE
"male","JU",202101,1,103,1,100,36400,2.75,282.97,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2021-01",TRUE,TRUE,TRUE,TRUE,TRUE
"male","JU",202102,2,105,1,100,36400,5.49,288.46,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2021-02",FALSE,FALSE,FALSE,FALSE,FALSE
"male","LU",202009,0,0,NA,NA,205976,0,0,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE
"male","LU",202010,0,0,0,0,205976,0,0,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE
"male","LU",202011,5,5,0.714,71.4,205976,2.43,2.43,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE
"male","LU",202012,6,11,0.667,66.7,205976,2.91,5.34,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE
"male","LU",202013,12,23,0.706,70.6,205976,5.83,11.17,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE
"male","LU",202014,9,32,0.818,81.8,205976,4.37,15.54,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE
"male","LU",202015,7,39,1,100,205976,3.4,18.93,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE
"male","LU",202016,5,44,0.833,83.3,205976,2.43,21.36,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE
"male","LU",202017,3,47,0.6,60,205976,1.46,22.82,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE
"male","LU",202018,1,48,0.333,33.3,205976,0.49,23.3,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE
"male","LU",202019,0,48,NA,NA,205976,0,23.3,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE
"male","LU",202020,0,48,NA,NA,205976,0,23.3,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE
"male","LU",202021,0,48,NA,NA,205976,0,23.3,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE
"male","LU",202022,0,48,NA,NA,205976,0,23.3,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE
"male","LU",202023,0,48,NA,NA,205976,0,23.3,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE
"male","LU",202024,0,48,NA,NA,205976,0,23.3,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE
"male","LU",202025,0,48,NA,NA,205976,0,23.3,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE
"male","LU",202026,0,48,NA,NA,205976,0,23.3,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE
"male","LU",202027,0,48,NA,NA,205976,0,23.3,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE
"male","LU",202028,1,49,0.333,33.3,205976,0.49,23.79,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE
"male","LU",202029,1,50,0.5,50,205976,0.49,24.27,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE
"male","LU",202030,3,53,1,100,205976,1.46,25.73,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE
"male","LU",202031,1,54,0.2,20,205976,0.49,26.22,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE
"male","LU",202032,2,56,0.667,66.7,205976,0.97,27.19,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE
"male","LU",202033,1,57,0.5,50,205976,0.49,27.67,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE
"male","LU",202034,2,59,1,100,205976,0.97,28.64,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE
"male","LU",202035,3,62,0.75,75,205976,1.46,30.1,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE
"male","LU",202036,0,62,NA,NA,205976,0,30.1,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE
"male","LU",202037,0,62,NA,NA,205976,0,30.1,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE
"male","LU",202038,2,64,1,100,205976,0.97,31.07,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE
"male","LU",202039,0,64,NA,NA,205976,0,31.07,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE
"male","LU",202040,0,64,NA,NA,205976,0,31.07,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE
"male","LU",202041,1,65,0.333,33.3,205976,0.49,31.56,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE
"male","LU",202042,6,71,0.545,54.5,205976,2.91,34.47,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE
"male","LU",202043,13,84,0.542,54.2,205976,6.31,40.78,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE
"male","LU",202044,28,112,0.519,51.9,205976,13.59,54.38,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE
"male","LU",202045,33,145,0.66,66,205976,16.02,70.4,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE
"male","LU",202046,17,162,0.708,70.8,205976,8.25,78.65,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE
"male","LU",202047,24,186,0.5,50,205976,11.65,90.3,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE
"male","LU",202048,25,211,0.51,51,205976,12.14,102.44,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE
"male","LU",202049,15,226,0.5,50,205976,7.28,109.72,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE
"male","LU",202050,25,251,0.641,64.1,205976,12.14,121.86,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE
"male","LU",202051,15,266,0.405,40.5,205976,7.28,129.14,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-51",TRUE,TRUE,TRUE,TRUE,FALSE
"male","LU",202052,18,284,0.581,58.1,205976,8.74,137.88,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-52",TRUE,TRUE,TRUE,TRUE,FALSE
"male","LU",202053,18,302,0.439,43.9,205976,8.74,146.62,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-53",TRUE,TRUE,TRUE,TRUE,TRUE
"male","LU",202101,15,317,0.5,50,205976,7.28,153.9,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2021-01",TRUE,TRUE,TRUE,TRUE,TRUE
"male","LU",202102,7,324,0.636,63.6,205976,3.4,157.3,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2021-02",FALSE,FALSE,FALSE,FALSE,FALSE
"male","NE",202009,0,0,0,0,86495,0,0,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE
"male","NE",202010,2,2,0.333,33.3,86495,2.31,2.31,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE
"male","NE",202011,5,7,0.5,50,86495,5.78,8.09,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE
"male","NE",202012,13,20,0.684,68.4,86495,15.03,23.12,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE
"male","NE",202013,16,36,0.552,55.2,86495,18.5,41.62,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE
"male","NE",202014,17,53,0.944,94.4,86495,19.65,61.28,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE
"male","NE",202015,6,59,0.353,35.3,86495,6.94,68.21,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE
"male","NE",202016,2,61,1,100,86495,2.31,70.52,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE
"male","NE",202017,4,65,0.8,80,86495,4.62,75.15,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE
"male","NE",202018,2,67,0.667,66.7,86495,2.31,77.46,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE
"male","NE",202019,1,68,1,100,86495,1.16,78.62,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE
"male","NE",202020,0,68,NA,NA,86495,0,78.62,"COVID19Hosp","sex","2021-01-15_07-50-56","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE
