"altersklasse_covid19","geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_28d","timeframe_14d"
"40 - 49","SZ",202101,3,33,0.158,15.8,22712,13.21,145.3,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2021-01",TRUE,TRUE,TRUE,TRUE,TRUE
"40 - 49","SZ",202102,1,34,0.111,11.1,22712,4.4,149.7,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2021-02",FALSE,FALSE,FALSE,FALSE,FALSE
"40 - 49","TG",202009,0,0,0,0,36766,0,0,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","TG",202010,0,0,NA,NA,36766,0,0,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","TG",202011,0,0,0,0,36766,0,0,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","TG",202012,1,1,0.125,12.5,36766,2.72,2.72,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","TG",202013,0,1,0,0,36766,0,2.72,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","TG",202014,1,2,0.056,5.6,36766,2.72,5.44,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","TG",202015,1,3,0.067,6.7,36766,2.72,8.16,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","TG",202016,0,3,0,0,36766,0,8.16,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","TG",202017,0,3,0,0,36766,0,8.16,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","TG",202018,0,3,0,0,36766,0,8.16,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","TG",202019,0,3,NA,NA,36766,0,8.16,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","TG",202020,0,3,NA,NA,36766,0,8.16,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","TG",202021,0,3,NA,NA,36766,0,8.16,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","TG",202022,0,3,NA,NA,36766,0,8.16,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","TG",202023,0,3,NA,NA,36766,0,8.16,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","TG",202024,0,3,NA,NA,36766,0,8.16,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","TG",202025,0,3,NA,NA,36766,0,8.16,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","TG",202026,0,3,0,0,36766,0,8.16,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","TG",202027,0,3,0,0,36766,0,8.16,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","TG",202028,0,3,0,0,36766,0,8.16,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","TG",202029,0,3,0,0,36766,0,8.16,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","TG",202030,0,3,0,0,36766,0,8.16,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","TG",202031,0,3,0,0,36766,0,8.16,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","TG",202032,0,3,0,0,36766,0,8.16,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","TG",202033,0,3,0,0,36766,0,8.16,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","TG",202034,0,3,NA,NA,36766,0,8.16,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","TG",202035,1,4,0.333,33.3,36766,2.72,10.88,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","TG",202036,0,4,0,0,36766,0,10.88,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","TG",202037,0,4,0,0,36766,0,10.88,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","TG",202038,0,4,0,0,36766,0,10.88,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","TG",202039,1,5,0.333,33.3,36766,2.72,13.6,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","TG",202040,0,5,0,0,36766,0,13.6,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE
"40 - 49","TG",202041,1,6,0.167,16.7,36766,2.72,16.32,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE
"40 - 49","TG",202042,2,8,0.077,7.7,36766,5.44,21.76,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE
"40 - 49","TG",202043,2,10,0.062,6.2,36766,5.44,27.2,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE
"40 - 49","TG",202044,1,11,0.029,2.9,36766,2.72,29.92,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE
"40 - 49","TG",202045,0,11,0,0,36766,0,29.92,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE
"40 - 49","TG",202046,1,12,0.03,3,36766,2.72,32.64,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE
"40 - 49","TG",202047,0,12,0,0,36766,0,32.64,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE
"40 - 49","TG",202048,1,13,0.04,4,36766,2.72,35.36,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE
"40 - 49","TG",202049,2,15,0.062,6.2,36766,5.44,40.8,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE
"40 - 49","TG",202050,2,17,0.051,5.1,36766,5.44,46.24,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE
"40 - 49","TG",202051,2,19,0.069,6.9,36766,5.44,51.68,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-51",TRUE,TRUE,TRUE,TRUE,FALSE
"40 - 49","TG",202052,2,21,0.067,6.7,36766,5.44,57.12,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-52",TRUE,TRUE,TRUE,TRUE,FALSE
"40 - 49","TG",202053,3,24,0.062,6.2,36766,8.16,65.28,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-53",TRUE,TRUE,TRUE,TRUE,TRUE
"40 - 49","TG",202101,1,25,0.045,4.5,36766,2.72,68,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2021-01",TRUE,TRUE,TRUE,TRUE,TRUE
"40 - 49","TG",202102,0,25,0,0,36766,0,68,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2021-02",FALSE,FALSE,FALSE,FALSE,FALSE
"40 - 49","TI",202009,0,0,0,0,50723,0,0,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","TI",202010,4,4,0.211,21.1,50723,7.89,7.89,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","TI",202011,5,9,0.057,5.7,50723,9.86,17.74,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","TI",202012,7,16,0.037,3.7,50723,13.8,31.54,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","TI",202013,16,32,0.065,6.5,50723,31.54,63.09,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","TI",202014,9,41,0.094,9.4,50723,17.74,80.83,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","TI",202015,3,44,0.071,7.1,50723,5.91,86.75,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","TI",202016,2,46,0.043,4.3,50723,3.94,90.69,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","TI",202017,0,46,0,0,50723,0,90.69,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","TI",202018,0,46,0,0,50723,0,90.69,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","TI",202019,0,46,0,0,50723,0,90.69,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","TI",202020,0,46,0,0,50723,0,90.69,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","TI",202021,0,46,0,0,50723,0,90.69,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","TI",202022,0,46,NA,NA,50723,0,90.69,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","TI",202023,0,46,0,0,50723,0,90.69,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","TI",202024,0,46,NA,NA,50723,0,90.69,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","TI",202025,0,46,NA,NA,50723,0,90.69,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","TI",202026,0,46,NA,NA,50723,0,90.69,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","TI",202027,0,46,0,0,50723,0,90.69,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","TI",202028,0,46,0,0,50723,0,90.69,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","TI",202029,0,46,0,0,50723,0,90.69,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","TI",202030,0,46,0,0,50723,0,90.69,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","TI",202031,0,46,0,0,50723,0,90.69,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","TI",202032,0,46,0,0,50723,0,90.69,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","TI",202033,0,46,0,0,50723,0,90.69,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","TI",202034,1,47,0.5,50,50723,1.97,92.66,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","TI",202035,1,48,0.5,50,50723,1.97,94.63,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","TI",202036,0,48,NA,NA,50723,0,94.63,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","TI",202037,1,49,1,100,50723,1.97,96.6,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","TI",202038,0,49,NA,NA,50723,0,96.6,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","TI",202039,1,50,0.2,20,50723,1.97,98.57,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","TI",202040,0,50,0,0,50723,0,98.57,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE
"40 - 49","TI",202041,1,51,0.125,12.5,50723,1.97,100.55,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE
"40 - 49","TI",202042,1,52,0.043,4.3,50723,1.97,102.52,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE
"40 - 49","TI",202043,6,58,0.075,7.5,50723,11.83,114.35,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE
"40 - 49","TI",202044,8,66,0.053,5.3,50723,15.77,130.12,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE
"40 - 49","TI",202045,8,74,0.046,4.6,50723,15.77,145.89,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE
"40 - 49","TI",202046,7,81,0.04,4,50723,13.8,159.69,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE
"40 - 49","TI",202047,7,88,0.042,4.2,50723,13.8,173.49,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE
"40 - 49","TI",202048,6,94,0.042,4.2,50723,11.83,185.32,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE
"40 - 49","TI",202049,11,105,0.087,8.7,50723,21.69,207.01,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE
"40 - 49","TI",202050,8,113,0.053,5.3,50723,15.77,222.78,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE
"40 - 49","TI",202051,4,117,0.032,3.2,50723,7.89,230.66,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-51",TRUE,TRUE,TRUE,TRUE,FALSE
"40 - 49","TI",202052,2,119,0.013,1.3,50723,3.94,234.61,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-52",TRUE,TRUE,TRUE,TRUE,FALSE
"40 - 49","TI",202053,4,123,0.029,2.9,50723,7.89,242.49,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-53",TRUE,TRUE,TRUE,TRUE,TRUE
"40 - 49","TI",202101,6,129,0.056,5.6,50723,11.83,254.32,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2021-01",TRUE,TRUE,TRUE,TRUE,TRUE
"40 - 49","TI",202102,0,129,0,0,50723,0,254.32,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2021-02",FALSE,FALSE,FALSE,FALSE,FALSE
"40 - 49","UR",202009,0,0,NA,NA,4775,0,0,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","UR",202010,0,0,NA,NA,4775,0,0,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","UR",202011,0,0,NA,NA,4775,0,0,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","UR",202012,1,1,0.333,33.3,4775,20.94,20.94,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","UR",202013,0,1,0,0,4775,0,20.94,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","UR",202014,0,1,0,0,4775,0,20.94,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","UR",202015,0,1,0,0,4775,0,20.94,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","UR",202016,0,1,NA,NA,4775,0,20.94,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","UR",202017,0,1,NA,NA,4775,0,20.94,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","UR",202018,0,1,NA,NA,4775,0,20.94,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","UR",202019,0,1,NA,NA,4775,0,20.94,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","UR",202020,0,1,NA,NA,4775,0,20.94,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","UR",202021,0,1,NA,NA,4775,0,20.94,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","UR",202022,0,1,NA,NA,4775,0,20.94,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","UR",202023,0,1,NA,NA,4775,0,20.94,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE
"40 - 49","UR",202024,0,1,NA,NA,4775,0,20.94,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","UR",202025,0,1,NA,NA,4775,0,20.94,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","UR",202026,0,1,NA,NA,4775,0,20.94,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","UR",202027,0,1,0,0,4775,0,20.94,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","UR",202028,0,1,NA,NA,4775,0,20.94,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","UR",202029,0,1,NA,NA,4775,0,20.94,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","UR",202030,0,1,0,0,4775,0,20.94,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","UR",202031,0,1,NA,NA,4775,0,20.94,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","UR",202032,0,1,NA,NA,4775,0,20.94,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","UR",202033,0,1,0,0,4775,0,20.94,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","UR",202034,0,1,NA,NA,4775,0,20.94,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","UR",202035,0,1,NA,NA,4775,0,20.94,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","UR",202036,0,1,NA,NA,4775,0,20.94,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","UR",202037,0,1,NA,NA,4775,0,20.94,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","UR",202038,0,1,NA,NA,4775,0,20.94,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","UR",202039,0,1,NA,NA,4775,0,20.94,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","UR",202040,0,1,NA,NA,4775,0,20.94,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE
"40 - 49","UR",202041,0,1,0,0,4775,0,20.94,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE
"40 - 49","UR",202042,0,1,0,0,4775,0,20.94,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE
"40 - 49","UR",202043,0,1,0,0,4775,0,20.94,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE
"40 - 49","UR",202044,0,1,0,0,4775,0,20.94,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE
"40 - 49","UR",202045,1,2,0.25,25,4775,20.94,41.88,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE
"40 - 49","UR",202046,0,2,0,0,4775,0,41.88,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE
"40 - 49","UR",202047,0,2,0,0,4775,0,41.88,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE
"40 - 49","UR",202048,1,3,0.167,16.7,4775,20.94,62.83,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE
"40 - 49","UR",202049,0,3,0,0,4775,0,62.83,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE
"40 - 49","UR",202050,0,3,0,0,4775,0,62.83,"COVID19Hosp","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE
